iter	Passed	Remaining
616	65531	30057
617	65631	29948
618	65742	29844
619	65866	29746
620	65992	29648
621	66126	29554
622	66234	29449
623	66356	29349
624	66464	29244
625	66573	29139
626	66671	29029
627	66773	28921
628	66892	28820
629	67001	28714
630	67113	28610
631	67236	28511
632	67348	28407
633	67456	28301
634	67564	28196
635	67678	28093
636	67789	27988
637	67905	27885
638	68073	27804
639	68204	27708
640	68343	27614
641	68468	27515
642	68595	27416
643	68707	27312
644	68814	27205
645	68919	27098
646	69012	26986
647	69146	26890
648	69273	26791
649	69375	26682
650	69481	26575
651	69632	26485
652	69741	26380
653	69847	26273
654	69983	26176
655	70143	26089
656	70264	25988
657	70386	25886
658	70525	25791
659	70645	25689
660	70791	25596
661	70913	25494
662	71041	25395
663	71148	25287
664	71263	25183
665	71378	25078
666	71507	24979
667	71630	24877
668	71751	24775
669	71884	24676
670	72005	24574
671	72120	24469
672	72208	24355
673	72319	24249
674	72450	24150
675	72571	24047
676	72686	23942
677	72805	23838
678	72923	23734
679	73025	23625
680	73148	23523
681	73257	23416
682	73374	23312
683	73485	23205
684	73601	23101
685	73715	22995
686	73820	22887
687	73938	22783
688	74053	22678
689	74156	22569
690	74266	22462
691	74383	22358
692	74491	22250
693	74603	22144
694	74725	22041
695	74847	21938
696	74965	21833
697	75081	21728
698	75195	21622
699	75303	21515
700	75418	21409
701	75538	21305
702	75651	21199
703	75763	21093
704	75887	20990
705	76017	20888
706	76145	20786
707	76284	20687
708	76416	20586
709	76522	20477
710	76629	20369
711	76899	20304
712	77009	20197
713	77122	20090
714	77228	19982
715	77375	19884
716	77555	19794
717	77692	19693
718	77844	19596
719	77977	19494
720	78078	19384
721	78190	19276
722	78340	19178
723	78459	19072
724	78575	18966
725	78699	18861
726	78835	18760
727	78954	18654
728	79094	18553
729	79227	18450
730	79341	18343
731	79444	18233
732	79550	18124
733	79679	18020
734	79792	17912
735	79913	17806
736	80020	17697
737	80124	17588
738	80222	17477
739	80345	17372
740	80492	17271
741	80632	17169
742	80745	17062
743	80888	16960
744	81005	16853
745	81128	16747
746	81249	16641
747	81374	16536
748	81493	16429
749	81613	16322
750	81721	16213
751	81839	16106
752	81981	16004
753	82110	15899
754	82225	15791
755	82339	15683
756	82449	15574
757	82557	15465
758	82685	15360
759	82811	15254
760	82938	15149
761	83086	15047
762	83215	14941
763	83340	14835
764	83476	14731
765	83587	14622
766	83688	14511
767	83807	14404
768	83927	14297
769	84028	14186
770	84126	14075
771	84233	13966
772	84359	13859
773	84481	13752
774	84606	13646
775	84750	13542
776	84864	13434
777	84992	13327
778	85106	13219
779	85222	13111
780	85364	13006
781	85502	12901
782	85630	12795
783	85735	12685
784	85848	12576
785	85971	12469
786	86102	12362
787	86206	12252
788	86333	12145
789	86458	12038
790	86581	11930
791	86715	11824
792	86823	11715
793	86935	11606
794	87031	11494
795	87164	11388
796	87306	11282
797	87415	11173
798	87527	11064
799	87638	10954
800	87748	10845
801	87871	10737
802	88005	10630
803	88120	10521
804	88226	10411
805	88369	10306
806	88480	10196
807	88595	10087
808	88699	9977
809	88824	9869
810	88940	9760
811	89070	9652
812	89171	9542
813	89284	9432
814	89396	9323
815	89509	9214
816	89625	9105
817	89742	8996
818	89957	8896
819	90097	8790
820	90210	8680
821	90319	8570
822	90435	8461
823	90539	8350
824	90648	8240
825	90748	8130
826	90875	8021
827	90998	7912
828	91107	7802
829	91223	7693
830	91342	7584
831	91449	7474
832	91549	7363
833	91715	7258
834	91856	7150
835	91992	7042
836	92115	6933
837	92222	6823
838	92328	6712
839	92454	6603
840	92560	6493
841	92675	6383
842	92780	6273
843	92915	6165
844	93025	6054
845	93131	5944
846	93236	5834
847	93348	5724
848	93442	5613
849	93554	5503
850	93650	5392
851	93758	5282
852	93864	5171
853	93966	5061
854	94072	4951
855	94178	4840
856	94296	4731
857	94400	4620
858	94505	4510
859	94602	4400
860	94714	4290
861	94837	4180
862	94944	4070
863	95040	3960
864	95147	3849
865	95252	3739
866	95361	3629
867	95475	3519
868	95598	3410
869	95708	3300
870	95831	3190
871	95945	3080
872	96041	2970
873	96142	2860
874	96249	2749
875	96352	2639
876	96458	2529
877	96565	2419
878	96670	2309
879	96785	2199
880	96894	2089
881	97015	1979
882	97125	1869
883	97233	1759
884	97346	1649
885	97455	1539
886	97566	1429
887	97688	1320
888	97810	1210
889	97926	1100
890	98037	990
891	98152	880
892	98275	770
893	98408	660
894	98524	550
895	98648	440
896	98774	330
897	98900	220
898	99009	110
899	99123	0
