iter	Logloss
667	0.1121131448
668	0.1120539414
669	0.1119809881
670	0.1119181097
671	0.1118683788
672	0.1118410692
673	0.1117761155
674	0.1117328243
675	0.1116800929
676	0.1116399208
677	0.1115873587
678	0.1115301425
679	0.1115059404
680	0.1114543033
681	0.1114341431
682	0.1113912126
683	0.1113438937
684	0.1112738677
685	0.1111981185
686	0.1111354757
687	0.1110848901
688	0.1110442087
689	0.1110193004
690	0.1109873859
691	0.1109386685
692	0.1109056396
693	0.1108855535
694	0.110811219
695	0.1107686923
696	0.1107234929
697	0.1106893481
698	0.1106384315
699	0.110615472
700	0.1105826938
701	0.1105135964
702	0.1104573867
703	0.1104064745
704	0.1103536017
705	0.1103242228
706	0.1103020718
707	0.1102512741
708	0.110206864
709	0.1101696239
710	0.1101628578
711	0.1101003899
712	0.1100687221
713	0.1100157104
714	0.1099922068
715	0.1099323875
716	0.1098847182
717	0.1098139837
718	0.1097406554
719	0.1097131361
720	0.109696345
721	0.1096767457
722	0.1096444051
723	0.109599894
724	0.1095811239
725	0.1095398077
726	0.1094660974
727	0.1094132285
728	0.1093589761
729	0.1093077393
730	0.1092614922
731	0.1092341491
732	0.1092186098
733	0.1091658191
734	0.1091074873
735	0.1090601488
736	0.1090045405
737	0.1089732578
738	0.1089404377
739	0.1088868125
740	0.1088328344
741	0.1088017244
742	0.1087902263
743	0.1087311558
744	0.1087013319
745	0.1086262919
746	0.1085762105
747	0.1085178158
748	0.1084694509
749	0.1084177343
750	0.1083899849
751	0.1083243966
752	0.1082282253
753	0.1081781621
754	0.1081438981
755	0.1080801139
756	0.1080306363
757	0.1079990906
758	0.1079380641
759	0.1078804037
760	0.1078361045
761	0.1077882334
762	0.1077353771
763	0.1076760647
764	0.1075980252
765	0.1075722931
766	0.1075499742
767	0.1074890143
768	0.1074569654
769	0.10744127
770	0.1074323121
771	0.107392616
772	0.1073608827
773	0.1073229178
774	0.1072419553
775	0.1072045264
776	0.1071558722
777	0.1070962755
778	0.1070443102
779	0.1070288727
780	0.1069580726
781	0.1069073865
782	0.1068433186
783	0.1067916489
784	0.1067776771
785	0.1067298177
786	0.1066835499
787	0.1066560723
788	0.1065811897
789	0.1065255165
790	0.1064949003
791	0.1064527832
792	0.1064118883
793	0.1063822847
794	0.1063647848
795	0.1063438742
796	0.10630256
797	0.1062589718
798	0.1062131935
799	0.106168534
800	0.1061415075
801	0.1061080452
802	0.1060427587
803	0.1059775219
804	0.1059453059
805	0.1058823201
806	0.1058396434
807	0.1057842307
808	0.1057473623
809	0.1056932152
810	0.1056633592
811	0.1056295024
812	0.1056006312
813	0.1055560221
814	0.1055172171
815	0.1054771093
816	0.1054170627
817	0.1053731407
818	0.1053412259
819	0.105316104
820	0.1052967258
821	0.1052682579
822	0.1051903697
823	0.1051654263
824	0.1051189675
825	0.1050979558
826	0.1050341257
827	0.1050073881
828	0.1049833494
829	0.1049380152
830	0.1048756806
831	0.1048174496
832	0.1047895896
833	0.1047263551
834	0.104694275
835	0.1046495732
836	0.1046046403
837	0.1045635269
838	0.1045320625
839	0.1044708358
840	0.1044248695
841	0.1043996892
842	0.104343988
843	0.1043087719
844	0.1042606337
845	0.1042271947
846	0.1042075822
847	0.1041419095
848	0.104139106
849	0.1040956898
850	0.1040710686
851	0.1040325285
852	0.1039979115
853	0.1039527177
854	0.1039276375
855	0.1038849335
856	0.1038270284
857	0.1037737891
858	0.1037457893
859	0.1037421646
860	0.1036897315
861	0.1036465652
862	0.1036267697
863	0.1036060127
864	0.1035687139
865	0.1035292538
866	0.1034671819
867	0.1034275961
868	0.1033494146
869	0.1032918451
870	0.103229342
871	0.1031476426
872	0.1031262533
873	0.1030606085
874	0.1030127114
875	0.1029409652
876	0.1028770924
877	0.1028280155
878	0.1027525123
879	0.1026858634
880	0.1026313552
881	0.1025806097
882	0.1025300263
883	0.1024739679
884	0.1024543822
885	0.1023842584
886	0.1023044761
887	0.1022553482
888	0.1022242496
889	0.1021861953
890	0.102131481
891	0.1020861718
892	0.1020645127
893	0.1020193852
894	0.1019939948
895	0.1019463395
896	0.1018984028
897	0.1018502378
898	0.1017869688
899	0.1017469758
